Mito	OTU_30358;size=2	99.245	265	2	0	559	823	3	267	4.73e-132	470
Mito	OTU_30366;size=2	98.148	270	3	1	554	823	1	268	7.02e-130	462
Mito	OTU_28880;size=2	99.234	261	2	0	563	823	8	268	7.02e-130	462
Mito	OTU_3;size=47717	100.000	251	0	0	573	823	1	251	3.64e-127	453
Mito	OTU_12070;size=4	100.000	250	0	0	573	822	1	250	1.27e-126	452
Mito	OTU_3340;size=22	100.000	250	0	0	573	822	1	250	1.27e-126	452
Mito	OTU_2587;size=23	100.000	250	0	0	574	823	2	251	1.27e-126	452
Mito	OTU_2023;size=47	100.000	250	0	0	574	823	2	251	1.27e-126	452
Mito	OTU_559;size=132	100.000	250	0	0	573	822	1	250	1.27e-126	452
Mito	OTU_11309;size=5	100.000	249	0	0	575	823	3	251	4.43e-126	450
Mito	OTU_6707;size=9	100.000	249	0	0	575	823	3	251	4.43e-126	450
Mito	OTU_3702;size=19	100.000	249	0	0	573	821	1	249	4.43e-126	450
Mito	OTU_3040;size=21	100.000	249	0	0	573	821	1	249	4.43e-126	450
Mito	OTU_975;size=84	100.000	249	0	0	575	823	3	251	4.43e-126	450
Mito	OTU_401;size=165	100.000	249	0	0	573	821	1	249	4.43e-126	450
Mito	OTU_42670;size=1	100.000	248	0	0	576	823	5	252	1.55e-125	448
Mito	OTU_42669;size=1	100.000	248	0	0	576	823	6	253	1.55e-125	448
Mito	OTU_42590;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42561;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42555;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42496;size=2	100.000	248	0	0	573	820	1	248	1.55e-125	448
Mito	OTU_42477;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42440;size=1	100.000	248	0	0	576	823	7	254	1.55e-125	448
Mito	OTU_42270;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42227;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42221;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42157;size=1	100.000	248	0	0	576	823	6	253	1.55e-125	448
Mito	OTU_42076;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42020;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_42005;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41949;size=1	100.000	248	0	0	576	823	8	255	1.55e-125	448
Mito	OTU_41933;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41832;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41737;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41687;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41665;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41553;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41535;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41204;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41152;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41128;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41074;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_41050;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40980;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40751;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40742;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40705;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40696;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40685;size=1	100.000	248	0	0	576	823	7	254	1.55e-125	448
Mito	OTU_40658;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40624;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40619;size=1	100.000	248	0	0	576	823	8	255	1.55e-125	448
Mito	OTU_40594;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40570;size=1	99.602	251	1	0	573	823	6	256	1.55e-125	448
Mito	OTU_40564;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40554;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40532;size=5	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40426;size=1	100.000	248	0	0	576	823	8	255	1.55e-125	448
Mito	OTU_40316;size=1	100.000	248	0	0	576	823	7	254	1.55e-125	448
Mito	OTU_40064;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40055;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_40006;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39952;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39923;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39883;size=1	100.000	248	0	0	576	823	6	253	1.55e-125	448
Mito	OTU_39831;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39790;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39714;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39712;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39584;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39572;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39533;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39511;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39460;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39321;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_39192;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30301;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30262;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30239;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30113;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30109;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30102;size=5	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30079;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30043;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_30005;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29949;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29910;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29858;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29630;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29591;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29541;size=2	99.602	251	1	0	573	823	2	252	1.55e-125	448
Mito	OTU_29530;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29521;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29462;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29306;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29208;size=2	100.000	248	0	0	576	823	8	255	1.55e-125	448
Mito	OTU_29184;size=2	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_29098;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_28937;size=5	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_28930;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_28923;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_28844;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_28811;size=3	99.602	251	1	0	573	823	1	251	1.55e-125	448
Mito	OTU_28802;size=4	99.602	251	1	0	573	823	1	251	1.55e-125	448
